date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-07-31 12:28:12,en,hindustantimes.com,2024-07-30,Rajnath Singh Counters Rahul Gandhi's 'Ek Rupaiya' Charge Over Budget 2024 & Agniveer In Indian Army,https://www.hindustantimes.com/videos/news/rajnath-singh-counters-rahul-gandhis-ek-rupaiya-charge-over-budget-2024-agniveer-in-indian-army-101722284984772.html,,Right,,"Defence minister Rajnath Singh accused Leader of Opposition Rahul Gandhi of misleading the nation on issues linked to national security and the Agnipath scheme on Monday. He said he was ready to make a statement regarding this in the Parliament. Shortly after Rahul Gandhi attacked the government over the Union Budget, the union minister said the Opposition was trying to create and spread misconceptions about the budget and that finance minister Nirmala Sitharaman would reply to the allegations during her response to the ongoing debate. Watch the video for details."
2024-07-30 15:57:00,en,hindustantimes.com,2024-07-30,Manoj Jha’s Big Attack On Modi Govt’s Budget 2024; ‘Income Inequality Obscene Wealth…’,https://www.hindustantimes.com/videos/manoj-jha-s-big-attack-on-modi-govt-s-budget-2024-income-inequality-obscene-wealth-watch-101722343442097.html,,Left,,
2024-07-30 17:46:24,en,indiatimes.com,2024-07-30,FM Nirmala Sitharaman speaks on the Union Budget 2024 in Lok Sabha | Live,https://economictimes.indiatimes.com/news/et-tv/fm-nirmala-sitharaman-speaks-on-the-union-budget-2024-in-lok-sabha-live/videoshow/112137766.cms,Center,,,
2024-07-30 14:27:50,en,indiatimes.com,2024-07-30,"Budget 2024 misses mark on comprehensive custom duty rationalisation, say experts",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-misses-mark-on-comprehensive-custom-duty-rationalisation-say-experts/articleshow/112126188.cms,Center,,,
2024-07-29 6:21:37,en,financialexpress.com,2024-07-29,Budget 2024: Pathway to a Viksit Bharat,https://www.financialexpress.com/budget/budget-2024-pathway-to-a-viksit-bharat-3567367/,Center,Center-Right,Oped,"The Union Budget of July 2024 outlines not just short term fiscal measures but also a strategic roadmap for economic and fiscal policies over the next five years. With a focus on fiscal consolidation, rationalization of taxation structure and a reboot of the manufacturing sector, the budget also prioritizes long-term goals like employment generation through incentives and skilling initiatives, crucial steps towards the goal of Viksit Bharat.
The budget reaffirms the government’s commitment to fiscal consolidation, aiming for a fiscal deficit below 4.5% by FY26 after targeting a 4.9% figure in FY25 based on a realistic growth in tax revenues. From FY27, the focus will shift to a gradual reduction of the Central Government debt as a proportion of GDP. From a low of 3.4% in FY19, the fiscal deficit spiked to 9.2% in FY21 due to COVID-19, followed by a steady decline to 5.6% in FY24. The government improved on the last fiscal’s deficit target by 30 bps and now revised the current year target by 20 bps over the interim budget.
Employment Generation

Three new schemes will incentivize job creation for both new employees and employers, targeting the creation of over 2 Crore new jobs, which will positively impact private consumption over the medium term.

Manufacturing Ecosystem

The budget emphasizes the developing of a robust manufacturing sector, especially through MSMEs, to generate employment. Measures include:

– A separate guarantee fund for MSME loans up to Rs 100 Cr.

– Additional loans for stressed MSMEs.

– An expanded TReDS platform for better working capital funding.

Policies were announced to improve the manufacturing infrastructure through new industrial parks, rental housing for industrial workers, and the ship leasing industry, further supported by large outlays for skilling programs.

Infrastructure Development

With a capital expenditure allocation of Rs 11.1 tn, a 16% growth over the previous year, the government aims to accelerate infrastructure development, particularly boosting the order book of construction companies post general elections. Special focus is on infrastructural development in Bihar and AP, and tourism infrastructure in several states.

Agricultural Transformation

Policy measures to enhance crop diversity, mitigate climate risks, and moderate food inflation include initiatives for self-reliance in pulses and oilseeds and developing urban-centred vegetable production clusters. Establishing a digital land registry backbone is a pivotal reform for the agricultural sector.

Sustainability and Energy

While the budget falls short on some sustainability fronts such as EVs, it includes measures to support indigenous manufacture of batteries and solar cells by reducing customs duties on essential components. Policies to diversify alternative energy sources, such as pumped hydro projects and small modular nuclear reactors, aim to enhance the renewable energy mix in the grid, essential for achieving the 2030 SDGs.

Tax Reforms

Adjustments in tax slabs under the new regime and a moderate increase in the standard deduction will reduce tax payouts for mid-income salaried employees, potentially boosting consumption and encouraging transition to the simpler tax regime. However, higher tax payouts on capital gains will impact those with significant equity market incomes.

Overall, the 2024 budget is structured to support long-term economic growth through strategic thrust on infrastructure, manufacturing, and employment generation, aligning with the broader vision of a Viksit Bharat. 



"
2024-07-29 6:27:29,en,indiatimes.com,2024-07-29,Gold import duty cut: Why Indians may not find buying gold from Dubai as attractive post Budget 2024,https://timesofindia.indiatimes.com/business/india-business/gold-import-duty-cut-why-indians-may-not-find-buying-gold-from-dubai-as-attractive-post-budget-2024/articleshow/112097671.cms,Center,,,
2024-07-29 10:22:05,en,hindustantimes.com,2024-07-29,Should you buy gold after recent price drop following Union Budget 2024?,https://www.hindustantimes.com/business/gold-prices-trade-higher-after-4-overall-drop-in-july-amid-fed-rate-cut-hopes-101722238698373.html,Center,Center,,"Gold prices on the MCX traded higher on Monday, July 29, after dropping more than 4% overall in July. The fall was primarily due to the government announcing customs duty cuts on gold in the Union Budget 2024.
Gold rates on the MCS was up by 0.35% or ₹242, trading at ₹68,428 for 10 grams, while silver gained even more at 0.66% or ₹538, trading at ₹81,909 per kg. Spot gold prices on the international market was $2,392.32, a gain of 0.21% or $5.13, according to Bloomberg data.

In the beginning of July, gold prices on the MCX hovered at ₹71,600 per 10 grams and hit a high of around ₹74,730 in the middle of the month. After the Union Budget 2024 was presented, the prices fell sharply, hitting a monthly low of around ₹67,400 last week.

What are some experts' views on gold prices?
However, gold prices are expected to rice due to increasing hopes of interest rate cuts by the US Fed, softness in US dollar index, escalating global geopolitical tensions, and increasing physical demand in domestic markets after duty adjustments, according to a Mint report, which quoted Ajay Kedia, Director, Kedia Advisory, who is also pessimistic on silver due to weak data from China and increasing gold-silver ratio.
The report also quoted Jigar Trivedi, Senior Research Analyst of Currencies & Commodities at Reliance Securities who said, “The Fed is likely to hold rates steady as the market largely discounts a rate cut in September. BoJ is forecast to increase the rate and the Bank of England may cut the rate under the new government. The dollar index is struggling around the 104.30 mark. Moreover, the US will also come out with July non farm payrolls number. Hence from an economic data point of view, the week is crucial.”"
2024-07-29 4:28:22,en,thehindu.com,2024-07-29,Parliament Monsoon Session LIVE updates: Rahul Gandhi likely to speak on Union Budget 2024 in Lok Sabha today,https://www.thehindu.com/news/national/parliament-session-live-updates-july-29/article68459144.ece,Left,,,
2024-07-29 12:24:03,en,indiatimes.com,2024-07-29,Are NPS Vatsalya hiked NPS deduction limit for private sector employees good moves from Budget 2024? Experts decode,https://timesofindia.indiatimes.com/business/india-business/are-nps-vatsalya-hiked-nps-deduction-limit-for-private-sector-employees-good-moves-from-budget-2024-experts-decode/articleshow/112108765.cms,Center,,,
2024-07-29 14:25:08,en,indiatimes.com,2024-07-29,Rahul Gandhi speaks on the Union Budget 2024 in Lok Sabha | Live - The Economic Times Video,https://economictimes.indiatimes.com/news/et-tv/rahul-gandhi-speaks-on-the-union-budget-2024-in-lok-sabha-live/videoshow/112103599.cms,Center,,,
2024-08-12 20:09:48,en,indiatimes.com,2024-07-29,Rahul Gandhi speaks on the Union Budget 2024 in Lok Sabha | Live - The Economic Times Video,https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-speaks-on-the-union-budget-2024-in-lok-sabha-live/videoshow/112103597.cms,Center,,,
2024-07-29 12:33:04,en,hindustantimes.com,2024-07-29,Asaduddin Owaisi’s Poetic Attack On Modi Govt Over Budget 2024; ‘Aisey Dastoor Ko…’,https://www.hindustantimes.com/videos/asaduddin-owaisi-s-poetic-attack-on-modi-govt-over-budget-2024-aisey-dastoor-ko-lok-sabha-101722253475075.html,Center,Left,,
2024-07-29 14:42:53,en,indianexpress.com,2024-07-29,Budget 2024 Revises LTCG for Mutual Funds – What It Means For Investors?,https://indianexpress.com/article/personal-finance/budget-2024-ltcg-mutual-funds-investors-9482245/,Left,Center-Right,,"Mutual funds are popular due to their potential for high returns and diversification benefits, allowing investors to spread risk across various asset classes. They rank second only to fixed deposits, according to the ‘Savings Quotient’ a BankBazaar survey of over 1,650 professionals aged 22-45 in India.

Revision on LTCG tax
In the Union Budget 2024, Finance Minister Nirmala Sitharaman proposed many changes to aid the simplification and rationalization of taxes with respect to listed and unlisted assets. One of the significant changes announced was a hike in the long-term capital gains (LTCG) tax on listed assets, specifically equity mutual funds. LTCG tax on equity was introduced in March 2018 and is applicable to the sale of long-term assets.

Following yesterday’s announcement, LTCG tax on equity mutual funds has been hiked from the previous 10% to 12.5%. At the same time, the exemption limit on certain financial assets has been increased from ₹1 lakh to ₹1.25 lakh per year.

Revised holding period – Listed & Unlisted assets
To further simplify the taxation treatment of capital gains, the Budget 2024 also revised the holding periods used to classify whether the listed and unlisted financial assets are long term or short term assets.

Financial assets listed on the recognised stock exchanges in India, such as listed stocks and bonds, Equity ETFs, Gold ETFs, Bond ETFs, Real estate investment trusts (REITs) and Infrastructure investment trusts (InvITs), and held for more than a year will be classified as long term.
On the other hand, unlisted financial assets and all non-financial assets must be held for 24 months or two years for the gains to qualify as long term gains. These include real estate, debt mutual funds, gold, gold mutual funds, unlisted shares (including shares listed abroad), foreign equity units, and debt mutual fund units acquired on or before March 31, 2023.

How Does the New LTCG Tax Affect You?
Like countess others, you too may have invested in mutual funds. However, with revised taxation of equity funds, your long term gains will not be taxed at 12.5% instead of the earlier 10%. On the other hand, long-term gains up to Rs.1.25 lakh re now exempt from tax, as opposed to Rs.1 lakh earlier. So, how do these two changes affect your investment’s bottom line? Let’s understand this with an example.

Let’s assume you have invested Rs.20 lakh in equity funds in 2020. By 2024, your funds are collectively valued at Rs.35 lakh. Let’s look at the difference in the LTCG tax you are liable to pay prior and post the Union Budget 2024 announcement.

Formula to calculate LTCG tax
Gains (minus) exemption amount * rate of tax

Here, gains are calculated by deducting the redemption amount deducted by investment amount.
From the above example, this would be Rs.35 lakh (minus) Rs.20 lakh = Rs.15 lakh

Case 1 (LTCG @10%; Exemption – Rs.1 lakh)
(Gains – Rs.1 lakh)*10%.
Rs.15,00,000 – Rs.1,00,000)*10% = Rs.14,00,000*10% = Rs.1,40,000

Case 2 (LTCG @ 12.5%; Exemption – Rs.1.25 lakh)
(Gains – Rs.1.25 lakh)*12.5%

(Rs.15,00,000 – 1,25,000)*12.5% = 13,75,000*12.5% = Rs.1,71,875

The difference in tax liability at 10% LTCG tax versus 12.5% LTCG tax is Rs.31,875. Thus, your tax liability for the same gain of Rs.15 lakh will go up by 22.8%.

The Final Word
The exemption of Rs.1.25 lakh under the new rule will only be beneficial if your gains are below Rs.2.25 lakh. In this case, the increased exemption of Rs.25,000 cancels out the hike in tax. So, if your gains are Rs.2 lakh, your tax at the previous rate would be Rs.10,000, but would reduce marginally to Rs.9,375 under the new rule, saving you Rs.625.
LTCG is applicable on long-term gains, which, for most people are investments to achieve life goals such as children’s education or retirement. Investment corpuses for these can often run in crores, especially in case of retirement. So, if you have a corpus of Rs.1 crore for retirement, you would be losing Rs.12.34 lakh from that in tax. This can significantly impact your retirement savings, requiring you to strategies to cover the loss of funds.

"
2024-07-29 4:23:45,en,indiatimes.com,2024-07-29,Industry experts analyze Union Budget 2024 in VED panel discussion,https://timesofindia.indiatimes.com/city/nagpur/industry-experts-analyze-union-budget-2024-in-ved-panel-discussion/articleshow/112091866.cms,Center,,,
2024-07-28 10:25:50,en,indiatimes.com,2024-07-28,"Budget 2024: Oppn's allegations of discrimination baseless, stems from frustration, says Union minister",https://economictimes.indiatimes.com/news/politics-and-nation/budget-2024-oppns-allegations-of-discrimination-baseless-stems-from-frustration-says-union-minister/articleshow/112080734.cms,Center,Right,,
2024-07-28 22:19:26,en,financialexpress.com,2024-07-28,Union Budget 2024: A blueprint for sustainable growth and development,https://www.financialexpress.com/budget/union-budget-2024-a-blueprint-for-sustainable-growth-and-development-3567236/,Center,,,
2024-07-28 13:21:43,en,thehindu.com,2024-07-28,Watch: Union Budget 2024,https://www.thehindu.com/news/national/watch-union-budget-2024-what-are-the-political-implications/article68456852.ece,Left,,,
2024-07-28 4:24:51,en,indiatimes.com,2024-07-28,Union Budget 2024 Empowers Tribals in Northeast India,https://timesofindia.indiatimes.com/city/shillong/union-budget-2024-empowers-tribals-in-northeast-india/articleshow/112072482.cms,Center,,,
2024-07-28 20:19:29,en,thehindu.com,2024-07-28,"Budget 2024: New job schemes to kick off this year, says Finance Secretary T.V. Somanathan",https://www.thehindu.com/business/budget/budget-has-steps-to-trigger-consumption-but-they-are-not-in-the-nature-of-direct-cash-transfers-says-finance-secretary-tv-somanathan/article68457785.ece,Left,Center-Right,,"he government is confident of launching the schemes in the Prime Minister’s package for employment and skilling announced in last week’s Budget within this financial year. That includes the internship program for one crore youth in 500 top companies, whose design details will be worked out in consultation with the industry, Finance Secretary T.V. Somanathan said.

“We expect all of these schemes to start off within this financial year… We have tried to make sure the coverage of the employment-linked incentive schemes is, as far as possible, widespread, and not tried to make technological, sectoral choices. While Scheme A and C are for all industries, Scheme B is for manufacturing jobs,” Mr. Somanathan told The Hindu.

High salary cut-off
The top Finance Ministry official also said that the decision to incentivise hiring for first-timers with a salary limit of ₹1 lakh per month was aimed at keeping the schemes sector-neutral. “I agree ₹1 lakh is high, but it’s not so if you’re trying to cover the hiring of people with sophisticated skills, or knowledge of AI [Artificial Intelligence],” he said, adding that the schemes could spur new jobs in areas under threat from the advent of technologies like AI.

Referring to the recent tendency of large tech firms to defer joining dates for fresh recruits, the Secretary said that it was precisely for this reason that the government did not want to exclude such people. “We don’t want to leave out the services or any sector from possible incentivisation if it will create jobs. We don’t want to focus only on employees who draw up to ₹25,000 a month. You can pay the employee even one lakh, but our fiscal outgo is limited to the ₹25,000 level, but even 24% of that works out to 12% of a ₹50,000 salary, which is still a substantial subsidy,” he emphasised

“We don’t know where these salary figures stop. In some of these industries, even fresh hires get more than ₹50,000 to ₹60,000. But we have capped our outgo so the incentive is strongest for those earning ₹25,000,” the official noted.

‘Nothing to lose’
The new scheme to facilitate internships for youth in the age bracket of 21 to 24 years has no connection with the Pradhan Mantri Kaushal Vikas Yojana 4.0 announced in the Union Budget for 2023-24, and will be administered by the Ministry of Corporate Affairs, not the Ministry of Skill Development, Mr. Somanathan underlined.

“While the Skill Development Ministry will be involved, this is very different,” he said, stressing that the scheme is voluntary and will not require firms to invest funds from their own pockets, but rather through their mandated corporate social responsibility (CSR) spends, combined with government resources.

“This particular scheme has not been discussed with industry chambers, but they have repeatedly said they are willing to collaborate on skilling because they see it as a national problem. We think many companies will respond positively. They have nothing to lose and everything to gain,” he averred, adding that firms are not expected to hire these interns.

Bridging the gap
“We are also open to the company doing the skilling through companies in the backward or forward supply chains, if they can’t do it themselves. We will work out the details. It’s an innovative approach and there will be design challenges. But I think we have to do something innovative to bridge the gap [between skill sets of the young and industry needs] and break this barrier,” Mr. Somanathan underlined.

The employment prospects of these interns will improve after their resumes, which previously said ‘no experience’, can add a year-long internship with a big company, Mr. Somanathan pointed out.

“This is a space where frankly, while everybody agrees that something is to be done, very few people have concrete ideas on what can the government do to promote employment. We are relying on basic micro economics, that a subsidy triggers additional expenditure in the item which is subsidised,” he summed up."
2024-07-27 9:21:24,en,indiatimes.com,2024-07-27,"ITC, HAL, UltraTech Cement among 37 stock picks from Sharekhan after Budget 2024",https://economictimes.indiatimes.com/markets/stocks/news/itc-hal-ultratech-cement-among-37-stock-picks-from-sharekhan-after-budget-2024/slideshow/112058227.cms,Center,,,
2024-07-27 7:50:20,en,indianexpress.com,2024-07-27,"Union Budget 2024: On agriculture, a lack of vision",https://indianexpress.com/article/opinion/editorials/union-budget-2024-on-agriculture-a-lack-of-vision-9478019/,Left,Center Left,OPed,
2024-07-26 12:18:39,en,thehindu.com,2024-07-26,Union Budget 2024: Real estate sees marginal benefits,https://www.thehindu.com/real-estate/union-budget-india-real-estate-government-schemes-money-plans/article68436412.ece,Left,,,
2024-07-26 12:20:01,en,thehindu.com,2024-07-26,Budget 2024: Congress to protest against Centre in Chennai on July 27,https://www.thehindu.com/news/national/tamil-nadu/budget-2024-congress-to-protest-against-centre-in-chennai-on-july-27/article68449177.ece,Left,Center Left,,
2024-07-26 5:23:41,en,indiatimes.com,2024-07-26,Union Budget 2024: 3 sectoral mutual funds in limelight. Should you invest?,https://economictimes.indiatimes.com/mf/analysis/union-budget-2024-3-sectoral-mutual-funds-in-limelight-should-you-invest/articleshow/112031769.cms,Center,,,
2024-07-26 17:36:56,en,thehindu.com,2024-07-26,"‘Budget 2024-25 transformative, forward looking’",https://www.thehindu.com/business/budget-2024-25-transformative-forward-looking/article68446846.ece,Left,Center Right,,
2024-07-26 3:28:28,en,thehindu.com,2024-07-26,Analysis of Union Budget 2024: Sector-wise impact,https://www.thehindu.com/data/analysis-of-union-budget-2024-sector-wise-impact/article68446110.ece,Left,,,
2024-07-26 13:32:16,en,ndtv.com,2024-07-26,"""No State Has Been Denied Anything"": Nirmala Sitharaman Defends Budget 2024",https://www.ndtv.com/india-news/no-state-has-been-denied-anything-nirmala-sitharaman-defends-budget-2024-6194796,Left,Center-Right,,
2024-07-26 15:20:15,en,hindustantimes.com,2024-07-26,Nirmala Sitharaman rejects Opposition criticism on Budget 2024: ‘No state…’,https://www.hindustantimes.com/india-news/nirmala-sitharaman-rejects-opposition-criticism-on-budget-2024-no-state-101722001295478.html,,Center-Right,,
2024-07-26 9:29:57,en,indiatimes.com,2024-07-26,"Kapil Sibal on Budget 2024: 83% of India's youth unemployed, Govt has no clear plan for job crisis",https://economictimes.indiatimes.com/news/et-tv/kapil-sibal-on-budget-2024-83-of-indias-youth-unemployed-govt-has-no-clear-plan-for-job-crisis/videoshow/112035611.cms,Center,,,
2024-07-25 8:23:49,en,indiatimes.com,2024-07-25,Budget 2024: Industry leaders weigh in on India's path to growth and innovation,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-industry-leaders-weigh-in-on-indias-path-to-growth-and-innovation/articleshow/112008179.cms,Center,,,
2024-07-25 13:27:47,en,financialexpress.com,2024-07-25,"Budget 2024: Bihar to Assam, these flood-prone states get key aid programme – details here",https://www.financialexpress.com/india-news/budget-2024-bihar-to-assam-these-flood-prone-states-get-key-aid-programme-know-details-of-nirmala-sitharamans-announcement/3565009/,Center,Center- Right,,
2024-07-25 2:26:19,en,financialexpress.com,2024-07-25,Union Budget 2024-25: A roadmap for inclusive growth,https://www.financialexpress.com/opinion/union-budget-2024-25-a-roadmap-for-inclusive-growth/3564241/,Center,,Oped,
2024-07-25 5:36:23,en,indianexpress.com,2024-07-25,Budget Session Live Updates: Parliament to continue debate on Budget 2024 day after Opposition protest,https://indianexpress.com/article/india/budget-session-live-updates-parliament-sitharaman-opposition-9474226/,Left,,,
2024-07-25 13:27:57,en,financialexpress.com,2024-07-25,"Railway Budget 2024: Ashwini Vaishnaw says Rs 15,940 crore allocated for Maharashtra projects, 250 new suburban services to be introduced",https://www.financialexpress.com/business/railways-railway-budget-2024-ashwini-vaishnaw-says-rs-15940-crore-allocated-for-maharashtra-projects-250-new-suburban-services-to-be-introducednbsp-3564880/,Center,,,
2024-07-26 2:23:57,en,financialexpress.com,2024-07-25,"Raghav Chadha criticises Union Budget 2024-25 saying, “Indians pay taxes like England, get services like Somalia”",https://www.financialexpress.com/india-news/raghav-chadha-criticises-union-budget-2024-25-saying-indians-pay-taxes-like-england-get-services-like-somalia/3565210/,Center,Center Left,,
2024-07-25 3:31:20,en,indiatimes.com,2024-07-25,"Bihar receives â¹1,132 crore for railway infrastructure development in Union Budget 2024-25",https://timesofindia.indiatimes.com/city/patna/bihar-receives-1132-crore-for-railway-infrastructure-development-in-union-budget-2024-25/articleshow/111999432.cms,Center,,,
2024-07-25 22:18:30,en,news18.com,2024-07-25,"Taxes Like England, Services Like Somalia': AAP's Raghav Chadha Attacks Modi Govt's Budget 2024",https://www.news18.com/politics/taxes-like-england-services-like-somalia-aaps-raghav-chadha-attacks-modi-govts-budget-2024-8978736.html,Left,Left,,
2024-07-25 5:26:42,en,indiatimes.com,2024-07-25,"Arunachal Pradesh Budget 2024-25 Focuses on Human Resource, Infrastructure, and Economy",https://timesofindia.indiatimes.com/city/guwahati/arunachal-pradesh-budget-2024-25-focuses-on-human-resource-infrastructure-and-economy/articleshow/112000729.cms,Center,,,
2024-07-25 11:39:56,en,indianexpress.com,2024-07-25,Why Budget 2024 prioritises debt reduction over increased spending,https://indianexpress.com/article/opinion/columns/budget-2024-debt-reduction-spending-9474866/,Left,,Oped,
2024-07-25 13:26:52,en,financialexpress.com,2024-07-25,"Telangana Budget 2024: Congress govt presents Rs 2.91 lakh Budget, Rs 10,000 cr for development of Hyderabad – Key Takeaways",https://www.financialexpress.com/policy/economy-telangana-budget-2024-congress-govt-presents-rs-2-91-lakh-budget-rs-10000-cr-for-development-of-hyderabad-key-takeaways-3564820/,Center,,,
2024-07-25 16:17:27,en,indiatimes.com,2024-07-25,Modi Govt's Union Budget 2024 Prioritises Skill Development: Essential Skills and Learning Tips,https://timesofindia.indiatimes.com/education/news/modi-govts-union-budget-2024-prioritizes-skill-development-essential-skills-and-learning-tips/articleshow/112021540.cms,Center,,,
2024-07-26 0:19:42,en,news18.com,2024-07-25,All Doubts Cleared: Govt Issues FAQs On Capital Gains Tax Rules Announced In Budget 2024,https://www.news18.com/business/tax/budget-2024-cbdt-faq-on-capital-gain-tax-on-property-sale-ltcg-stcg-8977784.html,Left,Center,,
2024-07-25 8:17:51,en,hindustantimes.com,2024-07-25,Nirmala Sitharaman on Budget 2024: ‘Want to give relief to middle class but...',https://www.hindustantimes.com/business/nirmala-sitharaman-on-budget-2024-want-to-give-relief-to-middle-class-but-101721882986506.html,,,,
2024-07-25 7:21:53,en,indiatimes.com,2024-07-25,Union Budget 2024: How to rejig your MF portfolio after change in tax structure,https://economictimes.indiatimes.com/mf/analysis/union-budget-2024-how-to-rejig-your-mf-portfolio-after-change-in-tax-structure/articleshow/112005499.cms,Center,Center,,
2024-07-25 13:29:07,en,financialexpress.com,2024-07-25,Budget 2024: How removal of indexation benefits impacts property tax – Comparison of pre-2001 and post-2001 purchases,https://www.financialexpress.com/money/budget-2024-how-removal-of-indexation-benefits-impacts-property-tax-comparison-of-pre-2001-and-post-2001-purchases-3564909/,Center,Center,,
2024-07-26 0:20:02,en,news18.com,2024-07-25,Budget 2024: 10 Thriving Economies That Don't Levy Any Income Tax on Its Citizens,https://www.news18.com/business/budget-2024-despite-being-tax-free-economy-thrives-in-these-10-nations-8978724.html,Left,,,
2024-07-25 10:28:42,en,hindustantimes.com,2024-07-25,Budget 2024: Will real estate developers turn focus on affordable housing after revival of interest subsidy scheme?,https://www.hindustantimes.com/real-estate/budget-2024-will-real-estate-developers-turn-focus-on-affordable-housing-after-revival-of-interest-subsidy-scheme-101721894753924.html,Center,Center,,
2024-07-25 17:27:43,en,indianexpress.com,2024-07-25,"Budget 2024-25: Fiscal consolidation, tax sops and new challenges",https://indianexpress.com/article/branded-story/budget-2024-25-fiscal-consolidation-tax-sops-and-new-challenges-9475372/,Left,,,
2024-07-25 12:27:47,en,thehindu.com,2024-07-25,Budget 2024: DMK to hold State-wide demonstration in T.N. on July 27,https://www.thehindu.com/news/national/tamil-nadu/budget-2024-dmk-to-hold-state-wide-demonstration-in-tn-on-july-27/article68444847.ece,Left,,,
2024-07-24 22:34:49,en,indiatimes.com,2024-07-25,Jaya Bachchan takes a dig at the Union Budget 2024: 'Promises that are kept on paper will never be implemented',https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/jaya-bachchan-takes-a-dig-at-the-union-budget-2024-promises-that-are-kept-on-paper-will-never-be-implemented/articleshow/111997250.cms,Center,,,
2024-07-24 21:27:02,en,indiatimes.com,2024-07-25,"Budget 2024: Most people will be better off even without indexation, FM Nirmala Sitharaman",https://timesofindia.indiatimes.com/business/india-business/budget-2024-most-people-will-be-better-off-even-without-indexation-fm-nirmala-sitharaman/articleshow/111997135.cms,Center,,,
2024-07-24 9:34:41,en,thehindu.com,2024-07-24,Budget 2024: CM Hemant Soren slams BJP-led Centre for 'neglecting' Jharkhand,https://www.thehindu.com/business/budget/budget-2024-cm-hemant-soren-slams-bjp-led-centre-for-neglecting-jharkhand/article68440268.ece,Left,Left,,
2024-07-24 18:27:04,en,financialexpress.com,2024-07-24,What is indexation in property sale and how is it calculated? What has changed after Budget 2024?,https://www.financialexpress.com/money/what-is-indexation-in-property-sale-and-how-is-it-calculated-what-has-changed-after-budget-2024-3564188/,Center,Center,,
2024-07-24 12:23:35,en,hindustantimes.com,2024-07-24,Budget 2024: Is the new income tax regime beneficial for all salaried taxpayers?,https://www.hindustantimes.com/business/budget-2024-is-the-new-income-tax-regime-beneficial-for-all-salaried-taxpayers-101721818329031.html,,,,
2024-07-24 4:28:39,en,indiatimes.com,2024-07-24,"Stock market today: BSE Sensex, Nifty50 open in red a day after Budget 2024",https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-july-24-2024-union-budget-capital-gains-tax-ltcg-stcg-impact-dalal-street/articleshow/111974880.cms,Center,,,
2024-07-24 1:30:05,en,indiatimes.com,2024-07-24,"Budget 2024: Seventh speech, 71 rounds of applause",https://timesofindia.indiatimes.com/business/india-business/budget-2024-seventh-speech-71-rounds-of-applause/articleshow/111973436.cms,Center,Center-Right,,
2024-07-24 11:20:43,en,indiatimes.com,2024-07-24,Union Budget 2024: Govt focus on development of border villages continues; Rs 1050 cr allocated for Vibrant Villages Programme,https://economictimes.indiatimes.com/news/india/govt-focus-on-development-of-border-villages-continues-rs-1050-cr-allocated-for-vibrant-villages-programme/articleshow/111986888.cms,Center,,,
2024-07-24 11:21:53,en,ndtv.com,2024-07-24,"Union Budget 2024: Reduced Customs Duty on Mobile Phones, Rs. 1000 Crore for Space Sector, and More",https://www.ndtv.com/video/union-budget-2024-reduced-customs-duty-on-mobile-phones-rs-1000-crore-for-space-sector-and-more-818236,Left,,,
2024-07-24 16:40:24,en,thehindu.com,2024-07-24,"Railway Budget 2024: ₹3,011-crore outlay for rail projects in Kerala",https://www.thehindu.com/news/national/kerala/union-budget-3011-cr-outlay-for-rail-projects-in-kerala/article68442325.ece,Left,Center,,
2024-07-24 5:25:33,en,indiatimes.com,2024-07-24,Budget 2024: Cancer patients get relief but senior citizens missed the attention,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/budget-2024-cancer-patients-get-relief-but-senior-citizens-missed-the-attention/articleshow/111975842.cms,Center,Center,,
2024-07-24 3:26:19,en,indianexpress.com,2024-07-24,Budget 2024: Shifting focus from fiscal deficit to debt-GDP ratio,https://indianexpress.com/article/business/budget/budget-2024-shifting-focus-from-fiscal-deficit-to-debt-gdp-ratio-9471801/,Left,Center,,
2024-07-24 12:30:39,en,indiatimes.com,2024-07-24,Budget 2024: INDIA bloc leaders hold protest against Modi govt at Parliament premises,https://economictimes.indiatimes.com/news/et-tv/budget-2024-india-bloc-leaders-hold-protest-against-modi-govt-at-parliament-premises/videoshow/111985836.cms,Center,,,
2024-07-24 3:24:42,en,hindustantimes.com,2024-07-24,"Union Budget 2024: Top 5 takeaways for salaried persons, job seekers",https://www.hindustantimes.com/budget/budget-2024-income-tax-rate-jobs-internship-nirmala-sitharaman-july-24-101721782115488.html,,,,
2024-07-24 12:24:15,en,hindustantimes.com,2024-07-24,Union Budget 2024 reforms of the new tax regime may reduce tax burden and allow option to choose again,https://www.hindustantimes.com/business/union-budget-2024-reforms-of-the-new-tax-regime-may-reduce-tax-burden-and-allow-option-to-choose-again-101721814742709.html,,,,
2024-07-24 3:23:44,en,hindustantimes.com,2024-07-24,Union Budget 2024-25: Coalition Economix,https://www.hindustantimes.com/india-news/union-budget-2024-25-coalition-economix-101721788717382.html,,,,
